FUBC,1386581400000,8.05
FUBC,1386581640000,8.1
FUBC,1386581760000,8.06
FUBC,1386581820000,8.06
FUBC,1386581880000,8.02
FUBC,1386582960000,8.03
FUBC,1386583140000,8.01
FUBC,1386583260000,8.03
FUBC,1386583440000,8.018
FUBC,1386583620000,8.0
FUBC,1386583680000,8.0
FUBC,1386583740000,8.0
FUBC,1386583800000,8.02
FUBC,1386583920000,8.0
FUBC,1386583980000,8.0
FUBC,1386584040000,8.0
FUBC,1386584100000,8.0
FUBC,1386584400000,7.93
FUBC,1386584880000,7.94
FUBC,1386585300000,7.93
FUBC,1386585600000,7.93
FUBC,1386585840000,7.94
FUBC,1386585900000,7.93
FUBC,1386586080000,7.94
FUBC,1386586140000,7.9
FUBC,1386586260000,7.89
FUBC,1386586560000,7.89
FUBC,1386586980000,7.87
FUBC,1386587100000,7.91
FUBC,1386587160000,7.91
FUBC,1386587220000,7.94
FUBC,1386588720000,7.949
FUBC,1386588840000,7.93
FUBC,1386589080000,7.92
FUBC,1386589680000,7.92
FUBC,1386590100000,7.9101
FUBC,1386590700000,7.92
