SRCE,1386581400000,31.77
SRCE,1386581460000,31.48
SRCE,1386581520000,31.5
SRCE,1386581640000,31.9
SRCE,1386581880000,31.7
SRCE,1386582120000,31.6
SRCE,1386582300000,31.76
SRCE,1386582360000,31.64
SRCE,1386582720000,31.68
SRCE,1386582900000,31.68
SRCE,1386583140000,31.83
SRCE,1386583320000,31.72
SRCE,1386583740000,31.72
SRCE,1386583800000,31.95
SRCE,1386583860000,31.72
SRCE,1386583980000,31.72
SRCE,1386584040000,31.7
SRCE,1386584400000,31.7
SRCE,1386584460000,31.75
SRCE,1386584700000,31.7
SRCE,1386584760000,31.685
SRCE,1386584820000,31.63
SRCE,1386585000000,31.63
SRCE,1386585060000,31.7
SRCE,1386585360000,31.74
SRCE,1386585480000,31.66
SRCE,1386585600000,31.695
SRCE,1386585720000,31.665
SRCE,1386586440000,31.7
SRCE,1386586680000,31.69
SRCE,1386587220000,31.76
SRCE,1386587280000,31.77
SRCE,1386587340000,31.73
SRCE,1386587820000,31.91
SRCE,1386587940000,31.79
SRCE,1386588060000,31.9099
SRCE,1386588420000,31.79
SRCE,1386588960000,31.79
SRCE,1386589320000,31.85
SRCE,1386589860000,31.85
SRCE,1386590100000,31.86
SRCE,1386590280000,31.98
SRCE,1386590340000,32.0
SRCE,1386590400000,31.995
SRCE,1386590580000,32.0
SRCE,1386590700000,32.0
SRCE,1386590760000,32.0
SRCE,1386591000000,31.86
