AAPL,1386581400000,561.55
AAPL,1386581460000,562.35
AAPL,1386581520000,562.5
AAPL,1386581580000,562.53
AAPL,1386581640000,564.37
AAPL,1386581700000,564.31
AAPL,1386581760000,563.729
AAPL,1386581820000,564.17
AAPL,1386581880000,564.35
AAPL,1386581940000,563.95
AAPL,1386582000000,564.489
AAPL,1386582060000,564.99
AAPL,1386582120000,564.769
AAPL,1386582180000,565.569
AAPL,1386582240000,565.597
AAPL,1386582300000,565.43
AAPL,1386582360000,565.1
AAPL,1386582420000,565.23
AAPL,1386582480000,565.17
AAPL,1386582540000,565.279
AAPL,1386582600000,565.02
AAPL,1386582660000,565.13
AAPL,1386582720000,564.23
AAPL,1386582780000,564.436
AAPL,1386582840000,564.06
AAPL,1386582900000,564.3
AAPL,1386582960000,564.665
AAPL,1386583020000,564.41
AAPL,1386583080000,564.0
AAPL,1386583140000,563.43
AAPL,1386583200000,563.61
AAPL,1386583260000,563.155
AAPL,1386583320000,563.71
AAPL,1386583380000,564.05
AAPL,1386583440000,564.28
AAPL,1386583500000,563.81
AAPL,1386583560000,563.96
AAPL,1386583620000,563.88
AAPL,1386583680000,563.99
AAPL,1386583740000,564.16
AAPL,1386583800000,564.3
AAPL,1386583860000,564.87
AAPL,1386583920000,565.18
AAPL,1386583980000,565.011
AAPL,1386584040000,565.14
AAPL,1386584100000,564.75
AAPL,1386584160000,564.61
AAPL,1386584220000,564.5
AAPL,1386584280000,564.46
AAPL,1386584340000,564.31
AAPL,1386584400000,564.38
AAPL,1386584460000,564.62
AAPL,1386584520000,564.57
AAPL,1386584580000,564.201
AAPL,1386584640000,564.37
AAPL,1386584700000,564.74
AAPL,1386584760000,564.1
AAPL,1386584820000,564.213
AAPL,1386584880000,564.39
AAPL,1386584940000,564.371
AAPL,1386585000000,564.065
AAPL,1386585060000,563.83
AAPL,1386585120000,564.3
AAPL,1386585180000,564.75
AAPL,1386585240000,564.94
AAPL,1386585300000,565.135
AAPL,1386585360000,565.062
AAPL,1386585420000,565.12
AAPL,1386585480000,565.28
AAPL,1386585540000,565.402
AAPL,1386585600000,565.58
AAPL,1386585660000,565.88
AAPL,1386585720000,565.79
AAPL,1386585780000,565.59
AAPL,1386585840000,565.73
AAPL,1386585900000,565.84
AAPL,1386585960000,565.63
AAPL,1386586020000,565.5
AAPL,1386586080000,565.58
AAPL,1386586140000,565.595
AAPL,1386586200000,565.76
AAPL,1386586260000,565.72
AAPL,1386586320000,565.71
AAPL,1386586380000,565.745
AAPL,1386586440000,565.64
AAPL,1386586500000,566.4
AAPL,1386586560000,566.526
AAPL,1386586620000,566.45
AAPL,1386586680000,566.549
AAPL,1386586740000,566.6
AAPL,1386586800000,566.97
AAPL,1386586860000,566.95
AAPL,1386586920000,566.97
AAPL,1386586980000,566.98
AAPL,1386587040000,566.841
AAPL,1386587100000,567.195
AAPL,1386587160000,567.41
AAPL,1386587220000,567.687
AAPL,1386587280000,567.88
AAPL,1386587340000,567.92
AAPL,1386587400000,568.12
AAPL,1386587460000,568.2
AAPL,1386587520000,567.918
AAPL,1386587580000,567.72
AAPL,1386587640000,567.818
AAPL,1386587700000,567.59
AAPL,1386587760000,567.7
AAPL,1386587820000,567.51
AAPL,1386587880000,567.3
AAPL,1386587940000,567.46
AAPL,1386588000000,567.62
AAPL,1386588060000,567.89
AAPL,1386588120000,567.67
AAPL,1386588180000,567.891
AAPL,1386588240000,568.31
AAPL,1386588300000,568.66
AAPL,1386588360000,568.7
AAPL,1386588420000,568.66
AAPL,1386588480000,568.59
AAPL,1386588540000,568.33
AAPL,1386588600000,567.86
AAPL,1386588660000,568.16
AAPL,1386588720000,568.18
AAPL,1386588780000,567.9
AAPL,1386588840000,568.01
AAPL,1386588900000,568.04
AAPL,1386588960000,567.66
AAPL,1386589020000,567.7
AAPL,1386589080000,567.43
AAPL,1386589140000,567.5
AAPL,1386589200000,567.82
AAPL,1386589260000,568.08
AAPL,1386589320000,568.2
AAPL,1386589380000,568.1
AAPL,1386589440000,568.1
AAPL,1386589500000,567.894
AAPL,1386589560000,567.89
AAPL,1386589620000,568.005
AAPL,1386589680000,567.75
AAPL,1386589740000,567.63
AAPL,1386589800000,567.55
AAPL,1386589860000,567.861
AAPL,1386589920000,567.905
AAPL,1386589980000,568.09
AAPL,1386590040000,567.96
AAPL,1386590100000,568.025
AAPL,1386590160000,568.27
AAPL,1386590220000,568.12
AAPL,1386590280000,568.01
AAPL,1386590340000,568.015
AAPL,1386590400000,568.01
AAPL,1386590460000,567.95
AAPL,1386590520000,567.89
AAPL,1386590580000,568.14
AAPL,1386590640000,568.11
AAPL,1386590700000,567.81
AAPL,1386590760000,567.541
AAPL,1386590820000,567.685
AAPL,1386590880000,567.53
AAPL,1386590940000,567.65
AAPL,1386591000000,567.92
AAPL,1386591060000,568.13
AAPL,1386591120000,568.289
AAPL,1386591180000,568.09
AAPL,1386591240000,568.27
AAPL,1386591300000,568.32
AAPL,1386591360000,568.23
AAPL,1386591420000,568.48
AAPL,1386591480000,568.74
AAPL,1386591540000,569.205
AAPL,1386591600000,569.264
AAPL,1386591660000,569.28
